City,State,Lat,Lng,ID
Zacualpan de Amilpas,Morelos,18.7836,-98.7594,1484800291
Ecatzingo,México,18.95,-98.75,1484003696
San Agustin de las Juntas,Oaxaca,17.0,-96.7167,1484607979
Doctor Arroyo,Nuevo León,23.6667,-100.1667,1484096942
San Pablo Huixtepec,Oaxaca,16.8167,-96.7833,1484156599
Choix,Sinaloa,26.7086,-108.3253,1484806011
Mascota,Jalisco,20.5235,-104.7886,1484002814
Tlahuiltepa,Hidalgo,20.9233,-98.9497,1484500392
Otumba,México,19.6989,-98.7572,1484001484
Santa Isabel Cholula,Puebla,19.0,-98.3667,1484043974
Santa Maria Ajoloapan,México,19.9692,-99.0353,1484494406
Santo Domingo Petapa,Oaxaca,16.8167,-95.1333,1484805593
Tecoh,Yucatán,20.7419,-89.4744,1484904738
Ciudad Insurgentes,Baja California Sur,25.2617,-111.7744,1484354076
Amatlan de los Reyes,Veracruz,18.8457,-96.9149,1484683104
Coatetelco,Morelos,18.7294,-99.3256,1484016853
San Pedro Atocpan,Ciudad de México,19.2006,-99.0492,1484981405
Ixtapa Zihuatanejo,Guerrero,17.6367,-101.5514,1484980277
Chilon,Chiapas,17.1055,-92.2715,1484706149
San Francisco Ixhuatan,Oaxaca,16.35,-94.4833,1484223318
Higuera de Zaragoza,Sinaloa,25.95,-109.2833,1484471294
Tepechitlan,Zacatecas,21.6667,-103.3333,1484570912
Lerma,Campeche,19.8,-90.6,1484035396
Tzitzio,Michoacán,19.5856,-100.9231,1484231858
San Francisco Chimalpa,México,19.4419,-99.3419,1484599969
Almoloya del Rio,México,19.1586,-99.4886,1484000708
La Junta,Chihuahua,28.4778,-107.3317,1484913185
Santa Maria del Tule,Oaxaca,17.0465,-96.6363,1484488353
Santa Cruz Atizapan,México,19.1756,-99.4886,1484011710
San Jose de Gracia,Aguascalientes,22.15,-102.4167,1484004442
Tepetitlan,Hidalgo,20.1842,-99.3808,1484277299
Tataltepec de Valdes,Oaxaca,16.3064,-97.5461,1484294949
Ayapango,México,19.1264,-98.8028,1484009067
Santa Maria Xadani,Oaxaca,16.3667,-95.0167,1484494009
San Juan Ixcaquixtla,Puebla,18.45,-97.8167,1484614314
Hostotipaquillo,Jalisco,21.2167,-103.85,1484387476
Lazaro Cardenas,Chihuahua,28.3897,-105.6236,1484739082
Monte Escobedo,Zacatecas,22.3,-103.5667,1484046726
Teotitlan,Oaxaca,18.1333,-97.0833,1484390294
Pantelho,Chiapas,17.0,-92.4833,1484849992
Rayon,México,19.1481,-99.58,1484649015
Vicam Pueblo,Sonora,27.6422,-110.2897,1484237374
El Espinal,Oaxaca,16.4906,-95.0444,1484603133
Ahumada,Chihuahua,30.6186,-106.5122,1484004336
Coahuitlan,Veracruz,20.2667,-97.7167,1484959001
San Pedro Ixtlahuaca,Oaxaca,17.05,-96.8167,1484203625
Ayotoxco de Guerrero,Puebla,20.1,-97.4,1484789379
Bacobampo,Sonora,26.9889,-109.65,1484112118
Hueyotlipan,Puebla,18.9,-97.85,1484584311
San Pablo Villa de Mitla,Oaxaca,16.917,-96.4,1484844758
San Quintin,Baja California,30.4837,-115.95,1484693426
Esperanza,Sonora,27.58,-109.9298,1484729183
Nautla,Veracruz,20.2167,-96.7833,1484174535
Altata,Sinaloa,24.6333,-107.9167,1484699069
Mazatan,Sonora,29.0167,-110.1333,1484350756
Punta Prieta,Baja California,28.9289,-114.1556,1484583029
